comps,coverage,Seq
4713801,18.97206704,bwa
4713845,12.90130354,bwa
4713847,4.177263969,bwa
4713861,19.93668529,bwa
4713863,5.430167598,bwa
4713891,36.75,bwa
4713895,20.29268293,bwa
4713901,9.786259542,bwa
4713903,9.819366853,bwa
4713917,10.17009346,bwa
4713919,8.702048417,bwa
4713927,13.03351955,bwa
4713933,7.324022346,bwa
4713941,6.296089385,bwa
4713947,23.9070632,bwa
4713951,5.882899628,bwa
4713963,6.152416357,bwa
4713971,19.03903346,bwa
4713973,5.322580645,bwa
4713975,6.512333966,bwa
4713981,36.40892193,bwa
4713989,11.91078067,bwa
4714011,29.6802974,bwa
4714019,13.00372439,bwa
4714021,15.87360595,bwa
4714027,5.827137546,bwa
4714035,5.62267658,bwa
4714045,24.07969639,bwa
4714059,24.50743494,bwa
4714079,7.763500931,bwa
4714081,5.356877323,bwa
4714091,22.63821892,bwa
4714097,4.345083488,bwa
4714109,4.471243043,bwa
4714127,6,bwa
4714135,8.250463822,bwa
4714163,8.673469388,bwa
4714167,16.10018553,bwa
4714173,4.564007421,bwa
4714175,7.758812616,bwa
4714177,14.99441341,bwa
4714187,6.313543599,bwa
4714191,13.51020408,bwa
4714203,5.829313544,bwa
4714209,9.628942486,bwa
4714213,21.49350649,bwa
4714223,22.93877551,bwa
4714227,9.344444444,bwa
4714237,11.53061224,bwa
4714239,13.67037037,bwa
4714253,4.838888889,bwa
4714261,5.851851852,bwa
4714271,4.890740741,bwa
4714291,5.546296296,bwa
4714303,13.53435115,bwa
4714305,5.45,bwa
4714307,4.507407407,bwa
4714315,12.11481481,bwa
4714321,61.10185185,bwa
4714323,7.459259259,bwa
4714331,8.348148148,bwa
4714333,139.9277778,bwa
4714337,11.85,bwa
4714339,22.67222222,bwa
4714383,4.661737523,bwa
4714393,7.463878327,bwa
4714397,6.314232902,bwa
4714399,10.12014787,bwa
4714417,6.42883549,bwa
4714419,25.21013133,bwa
4714425,5.829944547,bwa
4714439,12.21626617,bwa
4714441,79.4676525,bwa
4714449,4.120147874,bwa
4714453,12.34380776,bwa
4714479,16.61367837,bwa
4714483,19.37523105,bwa
4714487,59.60628466,bwa
4714489,22.16292135,bwa
4714491,5.489833641,bwa
4714525,5.610671937,bwa
4714529,12.06457565,bwa
4714549,6.846863469,bwa
4714557,8.05904059,bwa
4714565,6.815157116,bwa
4714569,6.075645756,bwa
4714585,8.02398524,bwa
4714607,7.271217712,bwa
4714609,4.025830258,bwa
4714611,4.3099631,bwa
4714615,111.0313653,bwa
4714639,8.555350554,bwa
4714649,67.97416974,bwa
4714659,7.498154982,bwa
4714661,96.28413284,bwa
4714679,4.493554328,bwa
4714705,5.377532228,bwa
4714729,4.714548803,bwa
4714739,16.90976059,bwa
4714743,10.15285451,bwa
4714755,7.837937385,bwa
4714757,6.484346225,bwa
4714759,10.1694291,bwa
4714763,4.668508287,bwa
4714773,22.76979742,bwa
4714775,72.866171,bwa
4714777,5.392265193,bwa
4714781,38.83241252,bwa
4714783,14.11786372,bwa
4714785,7.395948435,bwa
4714797,10.01289134,bwa
4714799,8.193370166,bwa
4714813,17.86213235,bwa
4714817,6.391544118,bwa
4714823,7.120817844,bwa
4714827,4.856617647,bwa
4714829,5.641544118,bwa
4714843,7.205882353,bwa
4714845,5.680147059,bwa
4714859,6.246323529,bwa
4714865,5.485294118,bwa
4714867,10.18959108,bwa
4714869,5.021611002,bwa
4714871,6.238970588,bwa
4714885,5.027726433,bwa
4714905,13.64889706,bwa
4714909,17.16544118,bwa
4714929,42.63409962,bwa
4714943,8.202205882,bwa
4714947,11.18165138,bwa
4714951,13.54259259,bwa
4714957,9.449541284,bwa
4714963,20.7853211,bwa
4714979,39.56697248,bwa
4714981,9.214678899,bwa
4714985,22.96697248,bwa
4714993,10.85009488,bwa
4714997,4,bwa
4715015,6.897247706,bwa
4715025,45.22962963,bwa
4715029,5.669724771,bwa
4715033,10.16880734,bwa
4715041,4.644036697,bwa
4715043,10.50458716,bwa
4715045,7.699082569,bwa
4715063,50.38899083,bwa
4715071,8.20733945,bwa
4715091,6.169491525,bwa
4715095,5.166666667,bwa
4715109,5.750915751,bwa
4715119,3.822344322,bwa
4715121,9.899267399,bwa
4715129,7.873626374,bwa
4715137,7.561904762,bwa
4715151,5.65018315,bwa
4715155,6.293040293,bwa
4715159,5.913919414,bwa
4715179,7.428571429,bwa
4715181,7.296703297,bwa
4715185,10.06776557,bwa
4715201,8.443223443,bwa
4715203,66.53345725,bwa
4715205,15.94322344,bwa
4715215,21.00915751,bwa
4715233,4.663003663,bwa
4715245,7.718464351,bwa
4715259,16.2559415,bwa
4715261,3.755027422,bwa
4715269,19.71428571,bwa
4715277,35.35648995,bwa
4715281,23.39305302,bwa
4715287,7.76416819,bwa
4715299,5.435100548,bwa
4715317,12.2559415,bwa
4715321,9.722120658,bwa
4715323,3.859232176,bwa
4715325,12.92687386,bwa
4715335,182.4899452,bwa
4715343,8.345521024,bwa
4715349,36.43327239,bwa
4715355,6.632541133,bwa
4715357,62.85191956,bwa
4715369,8.711151737,bwa
4715395,14.28832117,bwa
4715399,18.62226277,bwa
4715407,12.12043796,bwa
4715413,22.13686131,bwa
4715415,9.957875458,bwa
4715423,5.246350365,bwa
4715437,12.72992701,bwa
4715441,7.162408759,bwa
4715451,6.47810219,bwa
4715473,14.97627737,bwa
4715479,4.660583942,bwa
4715493,25.50547445,bwa
4715505,7.698905109,bwa
4715513,7.873626374,bwa
4715519,6.714025501,bwa
4715521,14.34608379,bwa
4715535,20.00728597,bwa
4715545,9.052823315,bwa
4715547,7.344262295,bwa
4715549,10.10746812,bwa
4715553,8.320582878,bwa
4715555,4.983606557,bwa
4715557,8.825136612,bwa
4715569,7.213114754,bwa
4715615,9.963570128,bwa
4715617,9.313296903,bwa
4715639,16.64051095,bwa
4715651,4.60291439,bwa
4715653,5.782363977,bwa
4715673,20.30783242,bwa
4715675,9.072859745,bwa
4715689,4.605454545,bwa
4715691,17.06,bwa
4715699,6.996363636,bwa
4715701,32.1,bwa
4715705,37.37523452,bwa
4715741,6.36,bwa
4715757,9.980879541,bwa
4715775,6.569090909,bwa
4715779,6.42,bwa
4715781,3.354545455,bwa
4715783,42.77454545,bwa
4715785,13.41272727,bwa
4715787,16.10727273,bwa
4715793,8.152727273,bwa
4715811,5.2,bwa
4715815,8.127041742,bwa
4715821,4.275862069,bwa
4715829,4.234119782,bwa
4715835,7.315789474,bwa
4715839,11.79128857,bwa
4715851,13.67783985,bwa
4715855,6.540834846,bwa
4715865,5.147005445,bwa
4715867,38.91288566,bwa
4715871,36.52813067,bwa
4715897,80.5154265,bwa
4715899,16.17486339,bwa
4715905,16.44827586,bwa
4715919,11.1459854,bwa
4715929,6.577132486,bwa
4715931,5.132486388,bwa
4715947,4.072463768,bwa
4715959,3.985507246,bwa
4715975,13.41123188,bwa
4715985,5.003623188,bwa
4715987,17.19741697,bwa
4715991,23.1369606,bwa
4715993,5.623188406,bwa
4716005,5.809782609,bwa
4716017,30.98903108,bwa
4716039,7.137681159,bwa
4716045,5.221415608,bwa
4716047,55.66123188,bwa
4716049,6.510869565,bwa
4716053,6.393115942,bwa
4716057,5.929347826,bwa
4716065,16.00181159,bwa
4716067,5.442028986,bwa
4716083,8.731884058,bwa
4716087,3.347826087,bwa
4716099,15.48369565,bwa
4716109,6.828209765,bwa
4716115,11.55153707,bwa
4716119,3.27124774,bwa
4716157,4.104882459,bwa
4716159,5.184448463,bwa
4716173,39.03113553,bwa
4716185,24.12296564,bwa
4716201,8.699819168,bwa
4716207,32.67811935,bwa
4716225,12.98191682,bwa
4716233,5.294117647,bwa
4716241,3,bwa
4716245,12.01084991,bwa
4716249,42.20072333,bwa
4716253,4.285981308,bwa
4716255,5.189873418,bwa
4716259,13.13743219,bwa
4716289,8.25631769,bwa
4716295,6.953068592,bwa
4716297,5.873646209,bwa
4716301,8.47826087,bwa
4716305,18.43194192,bwa
4716309,5.171480144,bwa
4716313,19.19494585,bwa
4716319,5.193140794,bwa
4716321,6.490974729,bwa
4716341,4.296786389,bwa
4716349,3.99032882,bwa
4716351,5.359205776,bwa
4716359,76.32310469,bwa
4716361,6.393501805,bwa
4716367,9.911552347,bwa
4716371,8.998194946,bwa
4716373,16.98555957,bwa
4716379,7.507220217,bwa
4716417,7.100900901,bwa
4716419,8.792792793,bwa
4716425,12.0018018,bwa
4716429,11.57249071,bwa
4716455,9.435571688,bwa
4716463,21.82097649,bwa
4716465,7.903846154,bwa
4716469,5.697297297,bwa
4716485,18.17657658,bwa
4716487,18.78018018,bwa
4716495,3.695495495,bwa
4716519,55.02697842,bwa
4716535,8.415896488,bwa
4716537,7.158273381,bwa
4716553,37.26438849,bwa
4716555,5.868705036,bwa
4716561,5.228417266,bwa
4716575,109.9064748,bwa
4716583,6.868705036,bwa
4716587,15.27338129,bwa
4716597,4.883093525,bwa
4716601,9.748201439,bwa
4716615,6.021582734,bwa
4716623,6.383093525,bwa
4716641,5.816546763,bwa
4716667,4.744761905,bwa
4716673,10.26391382,bwa
4716693,10.47396768,bwa
4716695,7.68940754,bwa
4716705,44.38378378,bwa
4716721,8.13464991,bwa
4716735,49.8545781,bwa
4716743,6.061041293,bwa
4716745,8.461400359,bwa
4716775,6.26929982,bwa
4716787,7.05734767,bwa
4716797,9.573260073,bwa
4716799,7.915770609,bwa
4716819,5.401433692,bwa
4716833,8.449820789,bwa
4716839,8.908602151,bwa
4716863,12.18817204,bwa
4716867,5.277777778,bwa
4716889,10.02329749,bwa
4716895,4.82437276,bwa
4716897,7.0609319,bwa
4716901,32.8046595,bwa
4716925,6.388193202,bwa
4716937,17.80251346,bwa
4716955,65.46511628,bwa
4716963,4.688729875,bwa
4716965,18.69767442,bwa
4716969,12.33810376,bwa
4716981,5.264758497,bwa
4716985,7.129963899,bwa
4716997,5.105545617,bwa
4717001,4.792486583,bwa
4717007,2.699463327,bwa
4717021,6.570661896,bwa
4717035,7.923214286,bwa
4717057,48.17562724,bwa
4717071,5.933928571,bwa
4717085,8.126785714,bwa
4717095,7.963833635,bwa
4717099,19.73214286,bwa
4717125,6.214801444,bwa
4717135,6.535714286,bwa
4717137,7.414285714,bwa
4717151,11.475,bwa
4717155,76.32620321,bwa
4717159,5.718360071,bwa
4717173,6.096256684,bwa
4717185,16.93939394,bwa
4717197,3.319073084,bwa
